Date,Open,High,Low,Price,Change,Settle,Volume,Previous Day Open Interest
12/17/73,51.35,51.5,51.35,51.5,,51.5,8,199
12/18/73,52,52.1,51.9,52.1,,52.1,9,200
12/19/73,52.5,52.92,52.5,52.9,,52.9,29,198
12/20/73,53.3,53.5,53.2,53.2,,53.2,16,204
12/21/73,52.75,53.6,52.75,53.6,,53.6,16,202
12/26/73,54,54,53.8,53.95,,53.95,17,202
12/27/73,53.4,54,53.25,53.55,,53.55,39,197
12/28/73,53.8,54,53.8,54,,54,14,198
12/31/73,54,54,54,54,,54,25,201
1/2/74,54.25,55,54.25,55,,55,18,205
1/3/74,55.5,56,55.5,56,,56,51,194
1/4/74,56,57,56,57,,57,38,192
1/7/74,57.9,58,57.9,58,,58,15,189
1/8/74,59,59,57,57.75,,57.75,59,190
1/9/74,58,58.75,58,58.75,,58.75,16,195
1/10/74,59.75,59.75,58.75,59.25,,59.25,86,179
1/11/74,58.3,58.6,58.25,58.25,,58.25,12,180
1/14/74,57.25,58.1,57.25,57.75,,57.75,37,177
1/15/74,58,58.45,57.75,58.45,,58.45,20,174
1/16/74,58.4,58.55,58,58.55,,58.55,15,173
1/17/74,58.45,58.45,57.55,57.55,,57.55,13,173
1/18/74,57.5,57.5,56.8,57,,57,17,176
1/21/74,57.3,57.6,56.5,56.5,,56.5,32,179
1/22/74,56,56,55.5,55.5,,55.5,35,160
1/23/74,55,55,54.5,54.5,,54.5,31,150
1/24/74,53.75,53.95,53.5,53.5,,53.5,41,147
1/25/74,54.5,54.5,54.5,54.5,,54.5,1,146
1/28/74,55.5,55.5,55,55,,55,15,142
1/29/74,54.6,54.95,54.2,54.6,,54.6,52,121
1/30/74,54.6,55.6,54.6,55.6,,55.6,16,121
1/31/74,55.75,56,55.5,55.5,,55.5,5,122
2/1/74,55,55.05,54.8,54.8,,54.8,5,125
2/4/74,54.5,54.5,54.1,54.1,,54.1,6,119
2/5/74,54.25,55.1,54.25,55,,55,12,117
2/6/74,54.5,54.5,54.35,54.5,,54.5,8,117
2/7/74,54.9,54.9,53.8,54,,54,10,122
2/8/74,53.05,53.05,53,53,,53,4,121
2/11/74,53,53,52,52,,52,20,124
2/12/74,51.05,51.47,51.05,51.15,,51.15,17,124
2/13/74,51.1,51.8,51.1,51.8,,51.8,9,121
2/14/74,51.05,51.8,51.05,51.7,,51.7,29,116
2/15/74,51.3,51.75,51.1,51.1,,51.1,13,111
2/19/74,50.5,50.5,50.1,50.1,,50.1,4,107
2/20/74,49.1,49.1,49.1,49.1,,49.1,0,107
2/21/74,48.1,48.1,48.1,48.1,,48.1,8,99
2/22/74,47.5,48.5,47.1,47.1,,47.1,24,96
2/25/74,46.1,46.5,46.1,46.1,,46.1,11,90
2/26/74,45.5,46.3,45.15,45.75,,45.75,44,78
2/27/74,44.75,44.75,44.75,44.75,,44.75,8,73
2/28/74,43.75,43.8,43.75,43.75,,43.75,25,55
3/1/74,42.85,43.5,42.8,42.85,,42.85,26,46
3/4/74,41.9,41.9,41.85,41.85,,41.85,5,46
3/5/74,41,41.65,40.85,41,,41,32,27
3/6/74,41.25,41.25,41,41,,41,9,18
3/7/74,42,42,42,42,,42,2,18
3/8/74,43,43,43,43,,43,2,16
3/11/74,44,44,44,44,,44,0,16
3/12/74,45,45,45,45,,45,5,11
3/13/74,45.9,45.9,45.9,45.9,,45.9,1,10
3/14/74,44.9,44.9,44.9,44.9,,44.9,4,7
3/15/74,45,45,45,45,,45,1,6
3/18/74,44.5,44.5,44.5,44.5,,44.5,1,5
3/19/74,45,45.45,44.95,45.45,,45.45,2,4
3/20/74,46.45,46.45,45.95,46.45,,46.45,3,1
3/21/74,45.8,46.25,45.7,45.8,,45.8,13,104
3/22/74,46,46.25,44.8,44.8,,44.8,8,96
3/25/74,45,45.5,43.8,43.85,,43.85,23,84
3/26/74,43.55,44.2,43.3,44.2,,44.2,13,74
3/27/74,43.7,45,43.3,45,,45,17,67
3/28/74,45.1,46,45.1,45.6,,45.6,18,77
3/29/74,45.3,46,45.2,46,,46,10,71
4/1/74,45.75,45.75,45,45.25,,45.25,12,64
4/2/74,44.95,44.95,44.5,44.5,,44.5,5,61
4/3/74,44,44.5,44,44.5,,44.5,17,50
4/4/74,44.25,44.75,44.25,44.5,,44.5,3,47
4/5/74,45,45.2,45,45,,45,8,45
4/8/74,45.6,46,45.6,46,,46,7,38
4/9/74,46.25,46.25,46,46.1,,46.1,4,39
4/10/74,46,47.15,46,47.15,,47.15,4,41
4/11/74,46.95,46.95,46.95,46.95,,46.95,0,41
4/15/74,47,47,46.9,46.9,,46.9,1,38
4/16/74,45.9,47,45.9,46.2,,46.2,17,24
4/17/74,45.75,46,45.5,46,,46,17,8
4/18/74,46.25,46.25,46.25,46.25,,46.25,3,8
4/19/74,46,46.5,46,46,,46,1,7
4/22/74,45.7,45.7,45.25,45.25,,45.25,22,219
4/23/74,44.8,44.85,44.55,44.85,,44.85,27,219
4/24/74,44.8,45.5,44.6,45.5,,45.5,10,212
4/25/74,45.75,45.8,44.75,44.75,,44.75,31,211
4/26/74,44.55,44.55,44.05,44.05,,44.05,28,199
4/29/74,43.05,43.05,43.05,43.05,,43.05,27,199
4/30/74,42.1,42.5,42.05,42.05,,42.05,57,160
5/1/74,41.5,41.55,41.05,41.15,,41.15,58,130
5/2/74,40.17,41.95,40.17,41.95,,41.95,22,111
5/3/74,42,42,40.95,40.95,,40.95,19,110
5/6/74,40.05,40.25,39.95,39.95,,39.95,21,105
5/7/74,40.25,40.25,39.7,39.7,,39.7,13,105
5/8/74,39,40,39,40,,40,16,98
5/9/74,40.5,41,40.25,40.6,,40.6,21,100
5/10/74,40.4,41.4,40,41.4,,41.4,33,106
5/13/74,42,42.4,41.3,41.4,,41.4,33,118
5/14/74,41.1,41.4,40.8,41,,41,14,115
5/15/74,40,40.3,40,40.02,,40.02,18,101
5/16/74,40,40.5,40,40.5,,40.5,6,92
5/17/74,41,41.4,40.95,41.15,,41.15,17,90
5/20/74,41.15,42.15,40.75,42.15,,42.15,63,30
5/21/74,37.25,37.25,36.95,37.2,,37.2,5,103
5/22/74,37.5,37.5,36.8,36.8,,36.8,12,102
5/23/74,36.8,36.8,35.8,36,,36,9,103
5/24/74,35.75,35.75,35,35,,35,6,108
5/28/74,34,34,34,34,,34,1,109
5/29/74,35,35,34.1,34.2,,34.2,8,113
5/30/74,33.8,33.8,33.2,33.2,,33.2,12,112
5/31/74,32.8,32.8,32.25,32.55,,32.55,22,107
6/3/74,31.55,31.95,31.55,31.95,,31.95,20,110
6/4/74,32.25,32.47,31.9,32.45,,32.45,22,105
6/5/74,32.95,33.45,32.95,33.1,,33.1,14,113
6/6/74,33,33,32.4,32.7,,32.7,15,123
6/7/74,32.1,32.1,31.7,31.7,,31.7,29,113
6/10/74,31.25,31.3,30.7,30.7,,30.7,32,109
6/11/74,29.7,29.7,29.7,29.7,,29.7,8,102
6/12/74,28.85,30.5,28.85,30.25,,30.25,39,114
6/13/74,30.5,31.2,30.25,30.6,,30.6,22,119
6/14/74,30.65,31.6,30,31.6,,31.6,48,157
6/17/74,32.6,32.6,32.6,32.6,,32.6,0,157
6/18/74,33.6,33.6,32.25,32.25,,32.25,14,161
6/19/74,31.85,31.85,31.25,31.25,,31.25,14,163
6/20/74,32,32.25,32,32.25,,32.25,17,160
6/21/74,32.75,33.25,32.5,33.15,,33.15,16,154
6/24/74,34.15,34.15,34.15,34.15,,34.15,10,159
6/25/74,34.15,35.15,34.15,34.4,,34.4,19,155
6/26/74,35.15,35.4,35.15,35.4,,35.4,14,154
6/27/74,36.4,36.4,36.4,36.4,,36.4,3,155
6/28/74,37.4,37.4,36.5,37,,37,32,151
7/1/74,38,38,38,38,,38,4,144
7/2/74,37.5,37.5,37,37,,37,7,141
7/3/74,36.95,37.95,36.95,37.9,,37.9,30,130
7/5/74,38.9,38.9,37.9,38.6,,38.6,15,130
7/8/74,38.4,38.95,37.75,37.75,,37.75,22,138
7/9/74,36.75,36.75,36.75,36.75,,36.75,15,136
7/10/74,35.8,35.8,35.75,35.75,,35.75,4,135
7/11/74,34.75,35.5,34.75,35.5,,35.5,26,140
7/12/74,36,36,35,35.4,,35.4,51,158
7/15/74,34.8,35.35,34.4,34.4,,34.4,44,156
7/16/74,33.67,33.95,33.4,33.4,,33.4,30,153
7/17/74,33.5,34.4,33.4,34.4,,34.4,30,143
7/18/74,35.4,35.4,35.2,35.25,,35.25,43,145
7/19/74,36.25,36.25,34.25,34.25,,34.25,30,146
7/22/74,34.75,35.25,34.5,35.2,,35.2,67,162
7/23/74,34.8,35.5,34.8,35.3,,35.3,14,167
7/24/74,35,36.3,35,35.9,,35.9,21,160
7/25/74,36.5,36.9,36.5,36.7,,36.7,56,181
7/26/74,36.7,36.9,36.4,36.4,,36.4,19,183
7/29/74,36.35,37.4,36.35,37.2,,37.2,27,180
7/30/74,37,37,36.2,36.2,,36.2,77,146
7/31/74,36.2,36.25,35.2,35.3,,35.3,84,115
8/1/74,34.9,35.05,34.3,34.35,,34.35,41,100
8/2/74,34.4,35.25,34.4,35.25,,35.25,6,104
8/5/74,36.25,36.25,35.45,35.45,,35.45,24,89
8/6/74,35.6,36.1,35.2,35.85,,35.85,15,77
8/7/74,36.05,36.3,36,36.25,,36.25,12,71
8/8/74,35.3,35.3,35.25,35.25,,35.25,9,62
8/9/74,35.1,35.25,34.5,35.25,,35.25,13,51
8/12/74,36.25,36.25,36.2,36.2,,36.2,5,48
8/13/74,37.2,37.2,36.2,37,,37,16,49
8/14/74,36.4,37.6,36.4,36.4,,36.4,7,51
8/15/74,36.25,36.25,36,36,,36,5,46
8/16/74,35.5,37,35.5,37,,37,9,49
8/19/74,36.15,37,35.7,36,,36,5,49
8/20/74,36,36,35,35,,35,19,30
8/21/74,33.95,33.95,33.4,33.4,,33.4,21,54
8/22/74,33.1,33.1,32.4,32.4,,32.4,28,68
8/23/74,32.9,32.9,31.4,31.5,,31.5,12,63
8/26/74,31.25,31.7,31.25,31.7,,31.7,14,59
8/27/74,31.55,31.55,30.75,31.12,,31.12,6,60
8/28/74,30.5,30.97,30.12,30.12,,30.12,18,52
8/29/74,30.05,30.5,30,30.5,,30.5,3,52
8/30/74,30,30,29.5,29.75,,29.75,4,50
9/3/74,29.25,29.75,29.25,29.75,,29.75,16,39
9/4/74,29.07,29.07,28.75,28.75,,28.75,8,40
9/5/74,29.75,29.75,29.75,29.75,,29.75,5,40
9/6/74,29.75,30.75,29.75,30.5,,30.5,20,43
9/9/74,31.5,31.5,31.5,31.5,,31.5,2,1
9/10/74,31,31,30.5,30.5,,30.5,3,38
9/11/74,29.5,29.5,29.5,29.5,,29.5,1,37
9/12/74,29.5,30.5,29.5,30,,30,4,36
9/13/74,29,29,29,29,,29,1,35
9/16/74,28.05,28.05,28,28,,28,3,32
9/17/74,27.6,28.2,27.6,28.2,,28.2,5,30
9/18/74,28.2,28.2,28.2,28.2,,28.2,0,23
9/19/74,28.3,29.2,28.3,29.2,,29.2,7,19
9/20/74,30,30.2,30,30,,30,7,15
9/23/74,29,29,28.27,28.75,,28.75,55,472
9/24/74,28.3,29.1,28.25,29.1,,29.1,78,435
9/25/74,29.6,29.65,28.75,29.2,,29.2,55,419
9/26/74,28.6,29,28.5,28.5,,28.5,37,382
9/27/74,28,28.2,27.5,27.75,,27.75,86,324
9/30/74,27.5,28.5,27.25,27.7,,27.7,98,280
10/1/74,27.35,28.1,27.35,27.8,,27.8,63,236
10/2/74,27.85,28.3,27.8,27.9,,27.9,38,209
10/3/74,28.1,28.5,28,28.4,,28.4,33,197
10/4/74,28.6,28.65,28.25,28.65,,28.65,65,150
10/7/74,28.6,29.65,28.6,29.65,,29.65,33,112
10/8/74,29.65,29.8,29.65,29.8,,29.8,23,108
10/9/74,30,30.8,30,30,,30,73,73
10/10/74,31,31,30.4,30.5,,30.5,10,66
10/11/74,30,30,30,30,,30,2,66
10/14/74,30,30,29.8,29.8,,29.8,2,60
10/15/74,30,30.5,30,30.5,,30.5,10,53
10/16/74,30.5,30.7,30.5,30.6,,30.6,5,45
10/17/74,30.55,31.4,30.55,31.4,,31.4,17,30
10/18/74,31.6,31.6,30.4,30.4,,30.4,24,15
10/21/74,31.5,31.5,31,31.3,,31.3,43,369
10/22/74,30.9,31.25,30.75,31,,31,26,370
10/23/74,30.75,30.8,30.3,30.5,,30.5,20,369
10/24/74,30.5,30.5,29.75,30.1,,30.1,36,367
10/25/74,29.9,30.25,29.6,29.85,,29.85,33,361
10/28/74,29.35,29.5,29.1,29.2,,29.2,23,351
10/29/74,29.4,29.5,28.6,28.8,,28.8,35,337
10/30/74,28.92,29.35,28.1,28.3,,28.3,51,335
10/31/74,28.2,29,27.65,28.75,,28.75,67,299
11/1/74,28.75,29.1,28.4,28.75,,28.75,70,260
11/4/74,28.75,28.9,28.1,28.9,,28.9,38,242
11/6/74,28.1,29,28.1,28.6,,28.6,43,201
11/7/74,28.5,28.6,28.5,28.55,,28.55,21,180
11/8/74,28.5,28.52,28.37,28.4,,28.4,35,161
11/11/74,28.25,28.25,27.65,27.65,,27.65,66,124
11/12/74,26.8,27.55,26.8,27.5,,27.5,35,110
11/13/74,27.25,27.6,27.25,27.35,,27.35,47,109
11/14/74,27.5,27.6,27.35,27.4,,27.4,16,95
11/15/74,27.35,27.35,26.95,27.3,,27.3,20,78
11/18/74,27.1,27.3,27,27.3,,27.3,20,53
11/19/74,27.5,28.25,27,28.25,,28.25,19,37
11/20/74,28.5,28.5,27.6,28.25,,28.25,6,19
11/21/74,30.5,30.75,30.35,30.75,,30.75,31,833
11/22/74,31,31.5,30.75,31.25,,31.25,32,829
11/25/74,31.4,31.65,31.02,31.02,,31.02,43,839
11/26/74,30.75,31,30.02,31,,31,64,853
11/27/74,31,31,30.6,30.7,,30.7,43,850
11/29/74,30.75,31,30.7,30.7,,30.7,12,838
12/2/74,30.6,30.7,30.25,30.25,,30.25,26,837
12/3/74,30.1,30.75,30,30.65,,30.65,28,835
12/4/74,30.65,31.32,30.6,30.9,,30.9,28,822
12/5/74,30.75,32.1,30.75,32.1,,32.1,67,798
12/6/74,32.15,32.15,31.5,31.7,,31.7,41,786
12/9/74,31.5,32.6,31.25,32.6,,32.6,52,794
12/10/74,32.6,32.9,32,32.82,,32.82,75,735
12/11/74,32.5,32.85,32.35,32.8,,32.8,46,765
12/12/74,32.5,32.9,32.5,32.6,,32.6,27,723
12/13/74,32.35,32.7,32.35,32.55,,32.55,19,725
12/16/74,32.6,32.85,32.2,32.2,,32.2,69,714
12/17/74,31.65,32,31.65,31.9,,31.9,60,704
12/18/74,31.9,32.1,31.5,31.5,,31.5,49,703
12/19/74,31.75,31.9,31.75,31.75,,31.75,24,701
12/20/74,31.75,31.9,31.75,31.75,,31.75,16,699
12/23/74,31.75,31.75,31.7,31.75,,31.75,14,699
12/24/74,31.7,31.7,31.15,31.2,,31.2,26,702
12/26/74,31.1,31.1,30.7,30.7,,30.7,52,696
12/27/74,30.7,30.7,30.35,30.5,,30.5,44,669
12/30/74,30.55,30.55,30,30.15,,30.15,66,650
12/31/74,30.25,30.25,29.9,30.1,,30.1,21,631
1/2/75,30.5,30.5,29.75,30.15,,30.15,30,651
1/3/75,30.15,30.15,29.75,29.8,,29.8,60,698
1/6/75,29.6,30.2,29.6,30,,30,24,689
1/7/75,30.25,31,30.25,30.65,,30.65,22,681
1/8/75,30.7,30.9,30,30.25,,30.25,22,677
1/9/75,30,30.2,29.85,29.9,,29.9,26,668
1/10/75,29.9,30.1,29.87,29.87,,29.87,8,674
1/13/75,30.05,30.15,29.6,29.7,,29.7,25,686
1/14/75,29.55,29.6,29.1,29.15,,29.15,21,665
1/15/75,29.15,29.3,28.2,28.2,,28.2,67,648
1/16/75,28.4,28.5,27.25,27.25,,27.25,69,617
1/17/75,25.75,26.47,25.75,25.85,,25.85,92,576
1/20/75,25.5,26.55,25.5,26.5,,26.5,76,563
1/21/75,26.27,26.5,25.65,25.65,,25.65,45,568
1/22/75,25.75,26.22,25.7,25.9,,25.9,29,562
1/23/75,26.25,27.05,25.7,26.4,,26.4,28,555
1/24/75,26.5,26.95,26,26,,26,15,550
1/27/75,26.05,26.75,25.8,26,,26,71,510
1/28/75,26.25,26.5,26.25,26.5,,26.5,18,510
1/29/75,26.5,27.5,26.25,27.1,,27.1,23,507
1/30/75,27.1,27.5,26.9,27.1,,27.1,25,497
1/31/75,27,27.1,26.7,26.9,,26.9,22,492
2/3/75,26.7,26.7,26.5,26.65,,26.65,3,491
2/4/75,27.1,27.3,27,27.2,,27.2,17,490
2/5/75,29.45,29.45,28,28.5,,28.5,7,212
2/6/75,26.6,27.2,26.5,27,,27,16,485
2/7/75,27,27.4,27,27,,27,16,478
2/10/75,27.5,28,27.25,27.25,,27.25,19,469
2/11/75,27,27.5,27,27.5,,27.5,16,457
2/12/75,27.5,27.5,26.77,26.77,,26.77,16,457
2/13/75,26.8,27.4,26.8,27.4,,27.4,4,454
2/14/75,27.5,27.6,27.05,27.05,,27.05,10,446
2/18/75,27.5,27.75,27.45,27.75,,27.75,20,430
2/19/75,27.5,27.5,27,27.25,,27.25,26,407
2/20/75,27,27.05,27,27.05,,27.05,3,404
2/21/75,27.25,28.05,27.25,28.05,,28.05,76,339
2/24/75,28.1,28.1,28,28,,28,14,330
2/25/75,28,28.4,28,28.4,,28.4,26,310
2/26/75,28.25,28.35,28.2,28.25,,28.25,28,288
2/27/75,28.25,28.25,27.1,27.15,,27.15,17,271
2/28/75,27,27.05,26.5,26.9,,26.9,65,226
3/3/75,25.7,26.35,25.37,25.5,,25.5,73,182
3/4/75,25.8,26.35,25.75,25.8,,25.8,44,144
3/5/75,25.65,26,25.65,25.75,,25.75,11,128
3/6/75,26,26.05,25.9,26.05,,26.05,4,126
3/7/75,26.05,26.5,26.05,26.25,,26.25,18,114
3/10/75,26.85,27.25,26.85,27,,27,18,94
3/11/75,27,27.1,27,27,,27,3,89
3/12/75,26.9,27,26.9,26.97,,26.97,7,90
3/13/75,26.97,27.15,26.7,26.8,,26.8,15,75
3/14/75,27,27.15,26.9,27,,27,23,50
3/17/75,27.1,27.5,27.1,27.5,,27.5,10,35
3/18/75,27.9,28,27.9,28,,28,2,33
3/19/75,28.1,28.1,28.1,28.1,,28.1,4,28
3/20/75,28,28,27.65,27.65,,27.65,20,23
3/21/75,30.45,30.65,30.45,30.65,,30.65,17,121
3/24/75,31.5,32,31.5,31.75,,31.75,44,89
3/25/75,32,32.1,31.15,31.15,,31.15,43,66
3/26/75,31.15,31.3,30.7,31.3,,31.3,15,62
3/27/75,31,31.3,30.5,31.3,,31.3,10,54
3/31/75,32.5,32.5,31.9,32.5,,32.5,18,54
4/1/75,32.3,32.97,32.3,32.8,,32.8,7,56
4/2/75,32.1,32.5,31.75,32.25,,32.25,5,54
4/3/75,32.3,32.3,32.3,32.3,,32.3,0,54
4/4/75,32.5,32.5,31.9,32.5,,32.5,1,54
4/7/75,32,32,32,32,,32,4,51
4/8/75,33,33,32.67,32.9,,32.9,4,45
4/9/75,33,33.5,33,33,,33,7,38
4/10/75,32.6,32.75,32.5,32.5,,32.5,5,36
4/11/75,32,32.5,32,32,,32,5,36
4/14/75,32.75,32.9,32,32,,32,5,26
4/15/75,32,32,32,32,,32,0,25
4/16/75,32.1,32.1,32.1,32.1,,32.1,4,22
4/17/75,32.25,32.25,32.25,32.25,,32.25,3,21
4/18/75,32.3,32.5,32.3,32.45,,32.45,3,19
4/21/75,32.9,33.25,32.9,33.25,,33.25,11,217
4/22/75,33.25,33.4,33,33,,33,23,213
4/23/75,33,33.4,32.97,33.1,,33.1,15,203
4/24/75,33,33.2,33,33.2,,33.2,10,202
4/25/75,33.1,33.6,33.1,33.3,,33.3,41,173
4/28/75,33.4,33.85,33.25,33.4,,33.4,38,152
4/29/75,33.5,33.5,33,33.4,,33.4,32,133
4/30/75,33.4,33.45,32.5,32.6,,32.6,42,111
5/1/75,33.22,33.47,33.05,33.47,,33.47,37,106
5/2/75,33.9,34.95,33.4,34.95,,34.95,44,99
5/5/75,35.1,35.75,35,35.5,,35.5,27,77
5/6/75,35.5,35.5,34.55,34.65,,34.65,25,59
5/7/75,34.75,34.75,34.3,34.52,,34.52,17,45
5/8/75,34.5,34.52,34.5,34.52,,34.52,4,40
5/9/75,34.3,34.4,34.3,34.4,,34.4,4,36
5/12/75,34.5,34.55,34.5,34.5,,34.5,5,36
5/13/75,34.75,34.75,34.5,34.5,,34.5,3,38
5/14/75,34.6,34.85,34.6,34.85,,34.85,5,33
5/15/75,34.75,35.2,34.6,35.15,,35.15,4,29
5/16/75,34.25,34.25,34.25,34.25,,34.25,2,29
5/19/75,34.5,34.5,34,34,,34,7,24
5/20/75,34.5,35.5,34,35.5,,35.5,22,6
5/21/75,33.2,33.2,33.2,33.2,,33.2,0,338
5/22/75,32.8,33,32.75,33,,33,4,339
5/23/75,33,33.5,33,33.5,,33.5,20,339
5/27/75,33.75,33.75,33.5,33.6,,33.6,23,340
5/28/75,33.25,33.5,33.25,33.5,,33.5,7,337
5/29/75,33.6,33.87,33.5,33.85,,33.85,13,342
5/30/75,33.85,34.05,33.85,34.05,,34.05,35,343
6/2/75,33.75,34.5,33.75,34.5,,34.5,76,312
6/3/75,34.5,34.9,34.45,34.9,,34.9,25,320
6/4/75,34.9,35.15,34.75,34.9,,34.9,49,286
6/5/75,34.75,35,34.65,35,,35,20,286
6/6/75,34.9,35,34.9,34.9,,34.9,21,298
6/9/75,35.3,35.97,35.25,35.97,,35.97,61,293
6/10/75,35.5,35.65,35.45,35.65,,35.65,16,301
6/11/75,35.6,35.97,35.6,35.97,,35.97,19,301
6/12/75,35.97,36.45,35.97,36.15,,36.15,38,285
6/13/75,36.5,36.92,36.4,36.92,,36.92,37,287
6/16/75,36.95,37.9,36.95,37.9,,37.9,48,284
6/17/75,38.05,38.3,37.6,38.15,,38.15,36,283
6/18/75,38,38.9,38,38.85,,38.85,36,283
6/19/75,38.9,38.9,37.55,37.55,,37.55,40,297
6/20/75,37.75,38.3,37,37.35,,37.35,66,307
6/23/75,37.5,37.8,37.3,37.4,,37.4,23,313
6/24/75,37.65,38,37.3,37.6,,37.6,30,303
6/25/75,37.4,37.4,36.5,36.5,,36.5,11,303
6/26/75,36.6,36.6,35.5,36.4,,36.4,25,297
6/27/75,36.4,36.45,35.5,36,,36,22,300
6/30/75,35.5,36.35,35.5,36.35,,36.35,20,297
7/1/75,36.45,36.45,34.85,34.85,,34.85,47,275
7/2/75,34.75,35.2,34.75,34.8,,34.8,25,274
7/3/75,35.05,35.7,35,35,,35,12,265
7/7/75,35.45,35.45,33.9,34,,34,17,244
7/8/75,33.5,33.75,33,33.05,,33.05,44,229
7/9/75,33,33.95,33,33.5,,33.5,38,211
7/10/75,34,34.3,33.75,34.3,,34.3,18,211
7/11/75,34.07,34.25,33.1,34.1,,34.1,34,206
7/14/75,34.17,34.25,33.65,33.75,,33.75,26,202
7/15/75,34,34.25,33.3,33.7,,33.7,44,182
7/16/75,33.75,33.75,33.12,33.25,,33.25,23,184
7/17/75,33.15,33.25,32.25,32.65,,32.65,37,163
7/18/75,32.25,32.5,32.15,32.25,,32.25,20,153
7/21/75,32.55,32.75,32.55,32.75,,32.75,7,157
7/22/75,32.65,32.75,32.6,32.6,,32.6,12,157
7/23/75,32.75,32.75,32.75,32.75,,32.75,0,157
7/24/75,32.75,33.35,32.75,33.25,,33.25,15,145
7/25/75,33.25,33.25,33.2,33.25,,33.25,2,145
7/28/75,33.25,33.25,33,33,,33,7,140
7/29/75,32.55,32.9,32.45,32.9,,32.9,4,136
7/30/75,32.7,32.7,32,32.2,,32.2,11,130
7/31/75,32.2,32.2,31.75,31.75,,31.75,22,117
